"date","month","title","cleaned_text","publisher","topic"
2023-11-01,"Nov 2023","Ukraine Indicts Officials Linked to Efforts to Investigate the Bidens","ukraine indict official link effort investigate bidens","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Marks 2nd Anniversary of Russian Invasion, Determined Despite Setbacks","ukraine mark 2nd anniversary russian invasion determine despite setback","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Ukraine Needs Money to Fight. Can Seized Russian Assets Help?","ukraine need money fight can seize russian asset help","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Ukraine Pays the Price for U.S. Dithering Over Military Aid; Delays and conditions on military aid have allowed a perilous Russian advance.","ukraine pay price u.s dither military aid delay condition military aid allow perilous russian advance","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Plunders Howitzer Graveyard to Keep Big Guns Firing; Concerns rise over Kyiv's ability to maintain weapons crucial for the fight against Russia","ukraine plunder howitzer graveyard keep big gun fire concern rise kyiv's ability maintain weapon crucial fight russia","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Rations Munitions as Cut to U.S. Aid Looms, Russia Inches Forward; Kyiv's forces are low on ammunition while Moscow's forces are 'taking bites'","ukraine ration munition cut u.s aid loom russia inch forward kyiv's force low ammunition moscow's force take bite","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine Retreats From Villages on Eastern Front as It Awaits U.S. Aid","ukraine retreat village eastern front await u.s aid","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Says Russia Is Using Starlink In Big Way","ukraine say russia use starlink big way","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Ukraine Says Russia’s Speculation It Was Behind Attack Is Meant to Rally War Support","ukraine say russia’s speculation behind attack mean rally war support","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Ukraine Seeks to Reignite Counteroffensive With Daring River Crossings; Ukrainian toeholds across Dnipro River in the south are rare bright spot","ukraine seek reignite counteroffensive dare river crossing ukrainian toehold across dnipro river south rare bright spot","Wall_Street_News","Ukraine Conflict"
2023-12-01,"Dec 2023","Ukraine Strikes Russian Warship in Crimea, in Another Blow to Moscow's Black Sea Fleet; Kyiv shows it can land blows deep behind Russian lines as the ground war edges toward stalemate","ukraine strike russian warship crimea another blow moscow's black sea fleet kyiv show can land blow deep behind russian line grind war edge toward stalemate","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Teen Transformed Into Russian Propaganda Star --- Denys Kostev was immersed in pro-Moscow messaging","ukraine teen transform russian propaganda star denys kostev immerse pro-moscow message","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine Using Secretly Provided Longer-Range Missiles Against Russian Forces; Foreign-aid bill signed by Biden will send more of the weapons to Kyiv","ukraine use secretly provide longer-range missile russian force foreign-aid bill sign biden will send weapon kyiv","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Ukraine War Risks Stalemate, Armed Forces Chief Says; In sobering assessment, Valeriy Zaluzhniy says Ukraine is unlikely to achieve major breakthrough without upgrade to military capabilities","ukraine war risk stalemate arm force chief say sober assessment valeriy zaluzhniy say ukraine unlikely achieve major breakthrough without upgrade military capability","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Ukraine War Sparks Rare Challenge to Putin From Russian Soldiers' Wives; Relatives of drafted Russian men are protesting open-ended deployments","ukraine war spark rare challenge putin russian soldier wife relative draft russian man protest open-ended deployment","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Withdraws From Besieged City as Russia Advances; Kyiv's military chief orders outgunned forces to pull out of Avdiivka, the first city captured by Russia in months","ukraine withdraw besiege city russia advance kyiv's military chief order outgunned force pull avdiivka first city capture russia month","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Ukraine Worries About Losing Its Biggest Weapon: U.S. Military Aid","ukraine worry lose big weapon u.s military aid","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine, in Need of Troops, Lowers Age of Conscription; New law is the most significant overhaul of Ukraine's war bureaucracy in two years, but it is unclear how many troops it will add","ukraine need troop lower age conscription new law significant overhaul ukraine's war bureaucracy two year unclear many troop will add","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine, Israel and Taiwan Aid: Four Historic Votes for Action; Congress sends a signal that America needs to be stronger and do better.","ukraine israel taiwan aid four historic vote action congress send signal america need strong good","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Ukraine. Israel. Can America Support Two Wars and Still Handle China?","ukraine israel can america support two war still handle china","The New York Times","Ukraine Conflict"
2024-01-01,"Jan 2024","Ukraine’s Latest Challenge: Festering Tension Among Top Leaders","ukraine’s late challenge fester tension among top leader","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine’s New Hope","ukraine’s new hope","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukraine’s Parliament Passes a Politically Fraught Mobilization Bill","ukraine’s parliament pass politically fraught mobilization bill","The New York Times","Ukraine Conflict"
2024-05-01,"May 2024","Ukraine’s Parliament Passes Bill Allowing Some Convicts to Serve in the Army","ukraine’s parliament pass bill allow convict serve army","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Ukraine’s Search for Western Aid Falls Short","ukraine’s search western aid fall short","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Ukrainians Dismiss Kremlin Suggestions Their Country Was Behind Moscow Attack","ukrainian dismiss kremlin suggestion country behind moscow attack","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Ukrainians Wait, Nervously, to See if U.S. Will Provide Critical Aid","ukrainian wait nervously see u.s will provide critical aid","The New York Times","Ukraine Conflict"
2024-01-01,"Jan 2024","Unrwa, Hamas and the 'Genocide' Smear Against Israel; South Africa's case at the ICJ is built on reports from groups with links to terrorist organizations.","unrwa hamas genocide smear israel south africa's case icj build report group link terrorist organization","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Visiting Ukraine, Schumer Pressures G.O.P. to Take Up Aid Bill","visit ukraine schumer pressure g.o.p take aid bill","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Vladimir Putin Wants a Tax Hike; To fund the war in Ukraine, the 13% flat rate would give way to a progressive system.","vladimir putin want tax hike fund war ukraine 13 flat rate give way progressive system","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Volodymyr Zelensky’s Greatest Performance","volodymyr zelensky’s great performance","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Vote to Resume U.S. Military Aid Is Met With Relief in Ukraine","vote resume u.s military aid meet relief ukraine","The New York Times","Ukraine Conflict"
2024-03-01,"Mar 2024","Vowing the U.S. Will ‘Do Our Job,’ Johnson Searches for a Path on Ukraine","vow u.s will job johnson search path ukraine","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","War in Ukraine Loosens Russia's Grip on Its Own Backyard; Members of Moscow-led military and economic alliances move to diversify ties, turning to China and the West","war ukraine loosen russia's grip backyard member moscow-led military economic alliance move diversify tie turn china west","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","Weakness Invites War With Iran; Biden's failure to stand with Israel emboldens Tehran in its strategy to dominate the region.","weakness invite war iran biden's failure stand israel embolden tehran strategy dominate region","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Weary but Determined, Ukrainians Vow Never to Bow to Russia","weary determine ukrainian vow never bow russia","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","Wednesday Briefing: Biden Says Israel Is Losing Support","wednesday brief biden say israel lose support","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Wednesday Briefing: Israel in Rafah; Negotiators in Cairo","wednesday brief israel rafah negotiator cairo","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Wednesday Briefing: Senate Votes on Ukraine Aid","wednesday brief senate vote ukraine aid","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Welcome to Dearborn, America's Jihad Capital; Imams and politicians in the Michigan city side with Hamas against Israel and Iran against the U.S.","welcome dearborn america's jihad capital imam politician michigan city side hamas israel iran u.s","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","West Is Nearing Deal on Russian Assets --- U.S., allies seek to tap investment returns to provide $50 billion in funding to Ukraine","west near deal russian asset u.s ally seek tap investment return provide 50 billion fund ukraine","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Western Weapons Are Ukraine's Only Hope; Ukraine is outmanned. It needs U.S. assistance to make sure that it isn't outgunned as well.","western weapon ukraine's hope ukraine outmanned need u.s assistance make sure outgunned good","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","What the Ukraine Aid Debate Is Really About","ukraine aid debate really","The New York Times","Ukraine Conflict"
2023-12-01,"Dec 2023","What TikTok Is Showing America's Youth About the War in Gaza; The popular app can feed young users a stream of intense, polarized and hard-to-verify videos about the Israel-Hamas war","tiktok show america's youth war gaza popular app can fee young user stream intense polarize hard-to-verify video israel-hamas war","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","What to Expect From Tucker Carlson's Interview With Putin; Former Fox News star traveled to Moscow to meet the Russian leader as Republicans hold up assistance for Ukraine","expect tucker carlson's interview putin former fox news star travel moscow meet russian leader republican hold assistance ukraine","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","What to Know About the Campus Protests Over the Israel-Hamas War","know campus protest israel-hamas war","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","What Ukraine Can Learn From D-Day; With U.S. support, along with recon, rehearsal and deception, Kyiv can evict Russians from the east.","ukraine can learn d-day u.s support along recon rehearsal deception kyiv can evict russian east","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","What We Lose if We Let Putin Win","lose let putin win","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","What Would Russian Victory in Ukraine Look Like? It would send shock waves across the globe, make China and Iran bolder, and endanger NATO.","russian victory ukraine look like send shock wave across globe make china iran bold endanger nato","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","When Israel's Great Nemesis Accepted Peace; Egypt's President Gamal Abdel Nasser sought to destroy the Jewish state in the 1960s, before endorsing a negotiated settlement. Could a defeated Hamas make the same turn?","israel's great nemesis accept peace egypt's president gamal abdel nasser seek destroy jewish state 1960s endorse negotiate settlement defeat hamas make turn","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","When It Comes to Israel, Who Decides What You Can and Can’t Say?","come israel decide can can’t say","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Where Is the American Pressure on Hamas? Biden could set a deadline for Hamas to release the hostages<U+2014>or else the U.S. will double its lethal support to Israel.","american pressure hamas biden set deadline hamas release hostage 2014 else u.s will double lethal support israel","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Where the Money Is Going in the New Ukraine-Israel Aid Bill; Senate advances package after failure of broader border package","money go new ukraine-israel aid bill senate advance package failure broad border package","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Which Countries Are the Biggest Suppliers to Israel’s Military?","country big supplier israel’s military","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","White House Meeting Revives Hopes for Ukraine, Border Deal; Johnson says talks were 'productive,' while Schumer sees chances for an agreement improving","white house meet revive hope ukraine border deal johnson say talk productive schumer see chance agreement improve","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","White House Says Militant Groups Operating Out of Gaza's Hospitals; The U.S. is still opposed to Israel conducting airstrikes against al-Shifa","white house say militant group operate gaza's hospital u.s still oppose israel conduct airstrike al-shifa","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","White House Warns Ukraine Aid Is Running Out, Pressing Congress for More","white house warn ukraine aid run press congress","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","White House, Arab States Pursue Talks to Free Gaza Hostages as Israel Signals Progress; Top negotiators are set to meet in an effort to secure another hostage release","white house arab state pursue talk free gaza hostage israel signal progress top negotiator set meet effort secure another hostage release","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Who's Behind the Anti-Israel Protests; Hamas, Hezbollah, the Houthis and others are grooming activists in the U.S. and across the West.","behind anti-israel protest hamas hezbollah houthis other groom activist u.s across west","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","Why Biden's Cease-Fire Push in Gaza Faces Tough Obstacles; The goals of Israel's Benjamin Netanyahu and Hamas's Yahya Sinwar point to a long war","biden's cease-fire push gaza face tough obstacle goal israel's benjamin netanyahu hamas's yahya sinwar point long war","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Why Both Parties Have Shifted Right on Immigration<U+2014>and Still Can't Agree; Senate is set to vote on border restrictions and aid for Ukraine, with Republican support seen as shaky","party shift right immigration 2014 still agree senate set vote border restriction aid ukraine republican support see shaky","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Why Do Black Pastors Oppose Israel? Henry Louis Gates had an answer more than 30 years ago.","black pastor oppose israel henry louis gate answer 30 year ago","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Why Donald Trump Didn't Sink Mike Johnson's Ukraine-Aid Bill; Republican proponents of further support for Kyiv seized on the former president's idea of a loan to help pass the House bill","donald trump sink mike johnson's ukraine-aid bill republican proponent support kyiv seize former president's idea loan help pass house bill","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Why Is Congress Investigating a Union for Being Anti-Israel?","congress investigate union anti-israel","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Why Israel Plans to Attack Rafah Despite U.S. Doubts; Washington warns Netanyahu of the consequences of a ground assault against Hamas in a city packed with refugees","israel plan attack rafah despite u.s doubt washington warn netanyahu consequence grind assault hamas city pack refugee","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Why MAGA Loves Russia and Hates Ukraine","maga love russia hate ukraine","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Will the U.S. Abandon Ukraine? Two years after Russia's invasion, America's waning commitment is raising fears that Putin could win the war<U+2014>and that Europe may be on its own in future conflicts.","will u.s abandon ukraine two year russia's invasion america's wane commitment raise fear putin win war 2014 europe may future conflict","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","Will Ukraine's Refugees Want to Go Back Home? More than 6 million Ukrainians have left their homeland since Russia's invasion, creating an economic and demographic challenge for the country's future.","will ukraine's refugee want go back home million ukrainian leave homeland since russia's invasion create economic demographic challenge country's future","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","With Aid Stalled, Ukraine Scrambles to Make Ends Meet","aid stall ukraine scramble make end meet","The New York Times","Ukraine Conflict"
2024-01-01,"Jan 2024","With Deal Close on Border and Ukraine, Republican Rifts Threaten to Kill Both","deal close border ukraine republican rift threaten kill","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","With Israel at War, Thanksgiving Is Fraught for Some Jewish Families","israel war thanksgiving fraught jewish family","The New York Times","Israel Conflict"
2024-05-01,"May 2024","With Ukraine Funded, New Fight Emerges in Congress Over Pentagon Spending","ukraine fund new fight emerge congress pentagon spend","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Without More Aid, Ukraine Could Lose the War, U.S. General Says","without aid ukraine lose war u.s general say","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Woodside, Santos End Talks on Merger to Create $57 Billion Energy Giant; Companies spent two months discussing a merger that aimed to capitalize on the rising demand for natural gas resulting from the war in Ukraine","woodside santos end talk merger create 57 billion energy giant company spend two month discuss merger aim capitalize rise demand natural gas result war ukraine","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","Words Over Deeds: Why Biden Isn’t Pressuring Israel","word deed biden isn’t pressure israel","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Worl d News: U.S. Pitches New Accord to Israel, Saudis --- Netanyahu is pressed to endorse Palestinian state to gain ties with Riyadh","worl have news u.s pitch new accord israel saudi netanyahu press endorse palestinian state gain tie riyadh","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World Central Kitchen Demands an Independent Investigation Into Israeli Strike","world central kitchen demand independent investigation israeli strike","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","World Court Rejects Demand for Gaza Cease-Fire; International Court of Justice orders Israel to take measures to prevent destruction of Palestinian community, avoid incitement and facilitate humanitarian aid","world court reject demand gaza cease-fire international court justice order israel take measure prevent destruction palestinian community avoid incitement facilitate humanitarian aid","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World Court Set to Decide in Genocide Case Against Israel; International Court of Justice could reject or grant South Africa's call for Gaza cease-fire while it weighs whether Israel has breached Genocide Convention","world court set decide genocide case israel international court justice reject grant south africa's call gaza cease-fire weigh whether israel breach genocide convention","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Airstrike in Syria Raises Regional Risk --- Assault, allegedly carried out by Israel, killed top Iranian military officials","world news airstrike syria raise regional risk assault allegedly carry israel kill top iranian military official","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Arab Peace Proposal Takes Shape, but Israel Balks","world news arab peace proposal take shape israel balk","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","World News: At Talks, Israel-Hamas Chasm Is Deep --- Islamic militants are negotiating for their survival. Israel aims to destroy them.","world news talk israel-hamas chasm deep islamic militant negotiate survival israel aim destroy","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","World News: Band Opposed to Ukraine War Is Allowed to Leave Thailand","world news band oppose ukraine war allow leave thailand","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","World News: Biden Pushes to Contain Spread of War --- Iran's attack forces Israel to confront question of how to respond militarily","world news biden push contain spread war iran's attack force israel confront question respond militarily","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","World News: Biden Raises Eyebrows Over Cease-Fire Claim --- President says Israel is set to halt war for Ramadan, sparking negotiators' doubts","world news biden raise eyebrow cease-fire claim president say israel set halt war ramadan spark negotiator doubt","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","World News: Biden Urges Both Sides To Accept Gaza Proposal --- President's remarks add to international pressure on Israel to move to end its war","world news biden urge side accept gaza proposal president's remark add international pressure israel move end war","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Biden, Netanyahu Voice Conflicting Views on Gaza --- Disagreements threaten to create a wider rift between Israel and key ally","world news biden netanyahu voice conflict view gaza disagreement threaten create wide rift israel key ally","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","World News: Biggest Challenge to Biden On Ukraine Comes From Home","world news big challenge biden ukraine come home","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","World News: Blinken Offers Aid, Support in Ukraine --- Secretary of state reassures Zelensky of continued U.S. backing of war effort","world news blinken offer aid support ukraine secretary state reassure zelensky continue u.s back war effort","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","World News: Blinken Pushes Cease-Fire in Israel Visit --- Secretary of state meets Netanyahu, who is better set to resist U.S. pressure","world news blinken push cease-fire israel visit secretary state meet netanyahu good set resist u.s pressure","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","World News: Civilians in Ukraine Capital Endure Missiles, Cyberattack","world news civilian ukraine capital endure missile cyberattack","Wall_Street_News","Ukraine Conflict"
2024-03-01,"Mar 2024","World News: Claims Charities Are Tied to Hamas Split U.S., Israel","world news claim charity tie hamas split u.s israel","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","World News: Democrats Weigh Conditions on Israel Aid --- White House has faced calls to limit casualties among Palestinian civilian","world news democrat weigh condition israel aid white house face call limit casualty among palestinian civilian","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Donor States' Pullouts Put Aid to Gaza at Risk --- U.N. warning follows allegations that staff at agency took part in attacks on Israel","world news donor state pullouts put aid gaza risk u.n warn follow allegation staff agency take part attack israel","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","World News: Drone Squad Keeps Ukraine Front Supplied --- Soldiers who once only flew attack missions now fly in water, food, ammo","world news drone squad keep ukraine front supply soldier fly attack mission now fly water food ammo","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","World News: EU Advances Ukraine's Bid to Join Bloc --- Many European leaders share U.S. concerns over rule of law, corruption","world news eu advance ukraine's bid join bloc many european leader share u.s concern rule law corruption","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","World News: Europe Increases Assistance for Ukraine --- As new U.S. aid stalls, region's powers step up to help Kyiv hold line against Russia","world news europe increase assistance ukraine new u.s aid stall region's power step help kyiv hold line russia","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","World News: European Ministers Press U.S. on Ukraine --- Conflict represents a battle between democracies and autocracies, they say","world news european minister press u.s ukraine conflict represent battle democracy autocracy say","Wall_Street_News","Ukraine Conflict"
2024-01-01,"Jan 2024","World News: Far Right in Israel Plots Gaza Return --- Ministers whip up support to oust Palestinians, set up Jewish communities","world news far right israel plot gaza return minister whip support oust palestinian set jewish community","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Fears Grow Over Gaza Hostages --- Hamas says it is unsure if it has 40 living captives to return to Israel","world news fear grow gaza hostage hamas say unsure 40 live captive return israel","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","World News: Gaza Negotiations at Perilous Point --- As Ramadan deadline approaches, Israel and Hamas are far apart on major issues","world news gaza negotiation perilous point ramadan deadline approach israel hamas far apart major issue","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","World News: Gazans Are Desperate to Find Safe Haven --- Palestinians trying to flee attacks from Israel say 'bombing is everywhere'","world news gazans desperate find safe haven palestinian try flee attack israel say bomb everywhere","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Germany Holds Two on Spy Claims --- The country is a top target of Russian efforts to thwart support for Ukraine","world news germany hold two spy claim country top target russian effort thwart support ukraine","Wall_Street_News","Ukraine Conflict"
2024-05-01,"May 2024","World News: GOP-Driven Vote Pushes Democrats Over Israel Policy","world news gop-driven vote push democrat israel policy","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Grieving Chef Urges Israel Policy Change --- After aid workers' killings, Jose Andres uses his bipartisan appeal to leaders","world news grieve chef urge israel policy change aid worker killing jose andres use bipartisan appeal leader","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Hague Court Hears Case Accusing Israel of Genocide --- South Africa alleges response to Hamas attacks violates international treaty","world news hague court hear case accuse israel genocide south africa allege response hamas attack violate international treaty","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","World News: Hamas Leaves Negotiations on Cease-Fire --- Militant chief believes group has leverage as strain grows between Israel and the U.S.","world news hamas leave negotiation cease-fire militant chief believe group leverage strain grow israel u.s","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","World News: Hamas Rejects Israel's Cease-Fire Plan --- Palestinian group says fighting must stop before talks for hostages resume","world news hamas reject israel's cease-fire plan palestinian group say fight must stop talk hostage resume","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","World News: Hamas Used Crypto to Get Money From Iran --- Pivot helped militants obtain significant funds ahead of Oct. 7 attacks on Israel","world news hamas use crypto get money iran pivot help militant obtain significant fund ahead oct attack israel","Wall_Street_News","Israel Conflict"
2024-06-01,"Jun 2024","World News: Hamas, Israel Appear Lukewarm on Truce Plan","world news hamas israel appear lukewarm truce plan","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Hamas, Israel Remain Far Apart on Deal --- Return of displaced Gazans, identities of jailed Palestinians to be freed key hurdles","world news hamas israel remain far apart deal return displace gazans identity jail palestinian free key hurdle","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","World News: Hezbollah Leader Warns Israel That a Regional War Is Possible","world news hezbollah leader warn israel regional war possible","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","World News: Hezbollah, Israel Trade Fire on Border --- Latest strikes come after Biden envoy visited Lebanon in a bid to ease tensions","world news hezbollah israel trade fire border late strike come biden envoy visit lebanon bid ease tension","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: In Israel, Divisions Emerge Within Its War Cabinet","world news israel division emerge within war cabinet","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","World News: Inside the Israel-Hamas Negotiations to Free Hostages","world news inside israel-hamas negotiation free hostage","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","World News: Israel's Grid Plan Faces Challenges --- Life in Gaza's 'deconfliction zones' fraught with danger and overcrowding","world news israel's grid plan face challenge life gaza's deconfliction zone fraught danger overcrowd","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Israel's Military Spy Chief Steps Down --- Haliva is first senior official to quit over intelligence failures that fueled attacks","world news israel's military spy chief step haliva first senior official quit intelligence failure fuel attack","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","World News: Israel's Rafah Offensive Puts New Strain on Egypt","world news israel's rafah offensive put new strain egypt","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","World News: Israel's War Cabinet Extends Review of Egyptian Peace Plan","world news israel's war cabinet extend review egyptian peace plan","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Israel-Hamas Conflict Has No End in Sight --- Existential stakes, ambitious goals point to a long conflict in Gaza","world news israel-hamas conflict end sight existential stake ambitious goal point long conflict gaza","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","World News: Israel-Hamas Fighting Flares Across Gaza --- Battles erupt in north and south as talks are set to resume in Qatar this week","world news israel-hamas fight flare across gaza battle erupt north south talk set resume qatar week","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","World News: Israel Blames Misidentification for Strike --- Fatal attack on aid workers occurred in complex conditions, the military says","world news israel blame misidentification strike fatal attack aid worker occur complex condition military say","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","World News: Israel Details Case Against Gaza Hospital --- Military presents evidence to justify seizure of what it says is Hamas center","world news israel detail case gaza hospital military present evidence justify seizure say hamas center","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Israel Far Right Wants Gazans To Exit Enclave --- Some officials urge resumption of Jewish settlements, pressuring premier","world news israel far right want gazans exit enclave official urge resumption jewish settlement pressure premier","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","World News: Israel Focuses Attacks on Southern Gaza --- Military intensifies its hunt for Hamas leaders in market city of Khan Younis","world news israel focus attack southern gaza military intensify hunt hamas leader market city khan younis","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","World News: Israel Is Building a Road Bisecting Gaza in Next Phase of War","world news israel build road bisect gaza next phase war","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","World News: Israel Is Intensifying Its Raids in the West Bank","world news israel intensify raid west bank","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","World News: Israel Pledges to Increase Aid Into Gaza --- Military says it will coordinate with U.S. on sea corridor amid pressure from allies","world news israel pledge increase aid gaza military say will coordinate u.s sea corridor amid pressure ally","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","World News: Israel Prepares to Join Cease-Fire Talks --- Arab mediators are pushing Hamas to accept deal to head off Rafah campaign","world news israel prepare join cease-fire talk arab mediator push hamas accept deal head rafah campaign","Wall_Street_News","Israel Conflict"
