"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"Iran’s retaliation for Israel’s killing of senior military leaders was a highly choreographed spectacle. But fears of a wider war still loom.","https://www.nytimes.com/2024/04/15/us/politics/iran-aerial-display-israel.html","Iran’s much-anticipated retaliation for Israel’s killing of senior military leaders produced a fiery aerial display in the skies over Israel and the West Bank.","The New York Times","2024-04-15T09:04:33+0000","nyt://article/eab6b88a-bfbe-5826-babb-aa423633a2da","article","A Show of Might in the Skies Over Israel"
"A yearslong shadow war between the countries burst into the open after Tehran fired hundreds of drones and missiles.","https://www.nytimes.com/2024/04/15/podcasts/the-daily/iran-israel-attack.html","Overnight on Saturday, Iran launched its first direct attack on Israeli soil, shooting hundreds of missiles and drones at multiple targets.","The New York Times","2024-04-15T10:00:10+0000","nyt://article/b9a35f90-550b-5cf1-9b65-075ae56e1563","article","Iran’s Unprecedented Attack on Israel"
"Investors are taking a wait-and-see approach after the much-anticipated aerial assault had little effect on oil supplies.","https://www.nytimes.com/2024/04/15/world/middleeast/iran-israel-oil-prices.html","Oil markets shrugged off the growing tensions in the Middle East, after Iran launched a barrage of missiles and drones against Israel over the weekend. On Monday morning, prices for Brent crude oil, the international benchmark, fell by about 1 percent, to $89.49 a barrel.","The New York Times","2024-04-15T10:43:53+0000","nyt://article/cf879d30-e1cd-5b69-a6c1-7bd6d01ecc9f","article","Oil Markets Shrug Off Iran’s Attack on Israel"
"Some far-right members of the Israeli government called for a strong response to an Iranian attack, but the U.S., the E.U. and others cautioned against further escalation.","https://www.nytimes.com/2024/04/15/world/middleeast/biden-netanyahu-allies-support.html","Israel’s allies on Monday were strongly urging it not to retaliate against Iran for the missile and drone attack over the weekend, calling instead for a de-escalation of the tensions that have gripped the Middle East.","The New York Times","2024-04-15T11:40:35+0000","nyt://article/a8e0eddf-b69b-5001-b7b1-c0fb00153bbe","article","Israel’s Allies Make a Full-Court Press to Urge Restraint"
"Global equities and oil prices were stable following Iran’s missile and drone attack on Israel, but analysts warn that the calm may not last.","https://www.nytimes.com/2024/04/15/business/dealbook/markets-israel-iran-attack.html","Investors are breathing a sigh of relief on Monday. Global stocks are in the green and oil prices have retreated from last week’s gains after Iran’s unprecedented drone and missile attack on Israel was mostly neutralized in the skies. But the calm could be short lived, as world leaders and markets focus on Israel’s response.","The New York Times","2024-04-15T12:08:01+0000","nyt://article/faad45ee-373b-54d0-9a94-4564b3e11d79","article","Markets Brace for Israel’s Next Move"
"Its options range from striking Iran openly and forcefully to doing nothing at all. One factor to weigh is that the huge aerial attack did little damage.","https://www.nytimes.com/2024/04/15/world/middleeast/biden-netanyahu-iran-attack.html","As Israel’s leaders continued on Monday to mull a possible response to the massive Iranian aerial attack over the weekend, they faced several choices, all of which carry their own risks.","The New York Times","2024-04-15T15:49:50+0000","nyt://article/be770855-281a-5ece-b7bc-d591d282455c","article","Israel’s Choices on Response to Iran’s Attack All Come With Risks"
"The best way for Washington to limit the expansion of the Israel-Iran conflict is to clearly signal its intention to support an Israeli counterattack.","https://www.nytimes.com/2024/04/15/opinion/israel-iran-united-states-war-gaza.html","Until Iran’s barrage of missiles and drones against Israel, the two countries had avoided open military intrusions into each other’s territory. Tehran most often acted through proxies, and Jerusalem via bombing runs and unacknowledged assassinations in the region.","The New York Times","2024-04-15T16:32:00+0000","nyt://article/2443fba9-91c7-545d-b9f0-ac5bdaee9b47","article","Keeping U.S. Power Behind Israel Will Keep Iran at Bay"
"The U.S., British and French militaries helped intercept Iranian missiles and drones, but Ukrainians say they haven’t provided the same help against Russian air attacks.","https://www.nytimes.com/2024/04/15/world/middleeast/ukraine-aid-israel-iran-war.html","For people in eastern Ukraine, where nightly barrages of drones from Russia outpace the military’s overwhelmed air defenses, the response by Western allies to Iran’s aerial assault against Israel this weekend produced uncomfortable comparisons.","The New York Times","2024-04-15T18:30:55+0000","nyt://article/c071dae0-c8dc-57b3-b50d-9bffadd7e420","article","Ukraine Sees ‘Hypocrisy’ in Western Allies’ Defense of Israel"
"Rishi Sunak said the government in Tehran was “intent on sowing chaos” in the region, but he also called for restraint from “all sides.”","https://www.nytimes.com/2024/04/15/world/middleeast/britains-leaders-condemn-irans-attacks-but-urge-israel-to-show-restraint.html","Prime Minister Rishi Sunak of Britain on Monday combined a strong condemnation of Iran’s weekend attack on Israel with a call for restraint from “all sides,” adding that he was working with allies to lower tensions in the region.","The New York Times","2024-04-15T19:07:07+0000","nyt://article/2a8da75a-38ba-5b56-847c-11f26f51893c","article","Britain’s Leaders Condemn Iran’s Attacks but Urge Israel to Show Restraint"
"The U.S. had accused the dead man of being a financial middleman between Hamas and Iran. The interior minister said there were suggestions that the killing “was carried out by intelligence services.”","https://www.nytimes.com/2024/04/15/world/middleeast/lebanon-israel-mossad-beirut-killing.html","A Lebanese money changer hit with U.S. sanctions over his alleged role as a financial middleman between Hamas and Iran was found shot to death at a villa just outside Beirut, Lebanon’s state news agency reported.","The New York Times","2024-04-15T20:36:56+0000","nyt://article/f09ec9fc-f77e-5fb6-8e3a-a5ac8a40a434","article","Lebanese Official Blames Israel’s Spy Agency for Killing Near Beirut"
"The speaker, who has delayed for months amid G.O.P. opposition to funding for Kyiv, said he would bring up foreign aid legislation along with a bill aimed at appeasing Republican skeptics.","https://www.nytimes.com/2024/04/15/us/politics/johnson-israel-ukraine-aid-house-vote.html","Speaker Mike Johnson on Monday said he planned this week to advance a long-stalled national security spending package to aid Israel, Ukraine and other American allies, along with a separate bill aimed at mollifying conservatives who have been vehemently opposed to backing Kyiv.","The New York Times","2024-04-15T23:11:03+0000","nyt://article/f934ce16-6248-567b-807d-19dacbe714a9","article","Johnson Says House Will Vote on Stalled Aid to Israel and Ukraine"
"The Israeli military said the men were killed during a “violent exchange” that followed a report of a Palestinian attacking an Israeli shepherd.","https://www.nytimes.com/2024/04/15/world/middleeast/palestinian-men-killed-israel-west-bank.html","Israeli settlers fatally shot two Palestinians in the West Bank on Monday, according to Israeli and Palestinian officials, as tensions continued to spike in the Israeli-occupied territory.","The New York Times","2024-04-15T23:17:57+0000","nyt://article/d65fb9c8-347c-5cc9-ba30-6c1aaf5ce6d4","article","Israeli Settlers Kill 2 Palestinian Men in the West Bank, Officials Say"
"Ruth Patir, Israel’s representative at the Venice Biennale, says she won’t open her show in the national pavilion until “a cease-fire and hostage release agreement is reached.”","https://www.nytimes.com/2024/04/16/arts/design/israel-pavilion-venice-biennale.html","Since February thousands of pro-Palestinian activists have tried in vain to get the Venice Biennale, one of the world’s most prestigious international art exhibitions, to ban Israel over its conduct of the war in Gaza.","The New York Times","2024-04-16T06:50:36+0000","nyt://article/e1b9311b-82c6-52ab-925e-be83791ef7ca","article","Israeli Artist Shuts Biennale Show, Urging Cease-Fire and Hostage Release"
"The shortages add up to a dire situation for Ukraine in the third year of the war, presenting commanders with near impossible choices on how to deploy limited resources.","https://www.nytimes.com/2024/04/16/world/europe/ukraine-war-weapons.html","Ukraine’s top military commander has issued a bleak assessment of the army’s positions on the eastern front, saying they have “worsened significantly in recent days.”","The New York Times","2024-04-16T09:03:21+0000","nyt://article/92eb7bed-966f-5d59-bcf9-a2748ffddac5","article","Ukraine’s Big Vulnerabilities: Ammunition, Soldiers and Air Defense"
"Israel’s restless allies have voiced anger over the death toll in Gaza, but when their archnemesis launched a missile barrage, they set it aside. At least for the moment.","https://www.nytimes.com/2024/04/16/world/middleeast/israel-iran-allies.html","Two weeks ago, Prime Minister Rishi Sunak of Britain was facing a chorus of calls to cut off arms shipments to Israel because of its devastating war in Gaza. On Monday, Mr. Sunak saluted the British warplanes that had shot down several Iranian drones as part of a successful campaign to thwart Iran’s attack on Israel.","The New York Times","2024-04-16T09:03:35+0000","nyt://article/b9012358-21f2-573b-a364-2fc8c74ebad7","article","For Israel’s Allies, Iranian Missile Strike Scrambles Debate Over Gaza"
"The commission, which is looking at possible human rights violations by Hamas and Israel, said it had still amassed large amounts of evidence. Israel has accused the commission of bias.","https://www.nytimes.com/2024/04/16/world/middleeast/israel-un-oct-7-attack.html","Members of a United Nations commission said on Tuesday that Israel was obstructing their efforts to investigate possible human rights violations on Oct. 7 and in the ensuing war between Israel and Hamas. But they said the commission had still shared large amounts of evidence with the International Criminal Court.","The New York Times","2024-04-16T14:36:09+0000","nyt://article/624c7c38-ffea-51a0-8116-847e29aea9df","article","U.N. Panel Says Israel Is Obstructing Its Investigation of the Oct. 7 Attack"
"The U.S. treasury secretary, Janet Yellen, said that sanctions could be announced “in the coming days” and would likely focus on oil exports and imports of military hardware.","https://www.nytimes.com/2024/04/16/world/middleeast/us-iran-sanctions-israel-attack.html","The United States plans to impose new sanctions on Iran in the coming days to punish it for the attacks on Israel over the weekend, U.S. officials said on Tuesday.","The New York Times","2024-04-16T17:04:37+0000","nyt://article/1571081a-5acd-5f9d-823e-8462381a5a95","article","U.S. Plans New Sanctions on Iran After Attack on Israel, Officials Say"
"The university cited security concerns at the graduation. But the student, who is Muslim, said the school was “succumbing to a campaign of hate meant to silence my voice.”","https://www.nytimes.com/2024/04/16/us/usc-valedictorian-speech-gaza-war.html","The University of Southern California said it has canceled plans for a graduation speech by this year’s valedictorian, Asna Tabassum, who is Muslim. The school said the decision stemmed from security concerns based on emails and other electronic communications warning of a plan to disrupt the commencement, including at least one that targeted Ms. Tabassum. ","The New York Times","2024-04-16T17:14:27+0000","nyt://article/7080a622-30a4-55f3-ac0f-553884491ca1","article","U.S.C. Cancels Valedictorian’s Speech After Pro-Israel Groups Object"
"The Republican speaker’s strategy for moving foreign aid measures for Israel and Ukraine through the House has outraged many in his own party, increasing calls for his ouster.","https://www.nytimes.com/2024/04/16/us/politics/mike-johnson-israel-ukraine-aid.html","Speaker Mike Johnson on Tuesday encountered stiff resistance from Republicans as he embarked on a complicated and politically perilous strategy to push legislation through the House to send aid to Israel and Ukraine — all while beating back a threat to his own job.","The New York Times","2024-04-16T20:33:24+0000","nyt://article/0a24a7ed-725c-5ceb-9a77-1b7d2962324d","article","Johnson’s Plan for Ukraine Aid Meets Republican Pushback, Muddying Its Path"
"Support leadership change in Iran, Israel and the Palestinian Authority. Without that, there’s zero chance for resolution.","https://www.nytimes.com/2024/04/16/opinion/israel-iran-gaza.html","Iran’s missile and drone attack on Israel over the weekend was a game-changing escalation that requires some game-changing rethinking on the part of Israel and its most important ally, the United States. I call it “the three-state solution.”","The New York Times","2024-04-16T20:46:05+0000","nyt://article/d9e4b9bd-f9ef-53df-9c64-125cf9a2add0","article","How to Be Pro-Palestinian, Pro-Israeli and Pro-Iranian"
"In debating how to respond to last weekend’s Iranian airstrike, Israel’s war cabinet is choosing between options that could deter future attacks or de-escalate hostilities, but all carry drawbacks.","https://www.nytimes.com/2024/04/16/world/middleeast/israel-iran-response-options.html","Israeli leaders on Tuesday were debating how best to respond to Iran’s unprecedented weekend airstrike, officials said, weighing a set of options calibrated to achieve different strategic outcomes: deterring a similar attack in the future, placating their American allies and avoiding all-out war.","The New York Times","2024-04-16T22:18:08+0000","nyt://article/e87f67cb-63bf-5d76-aaf9-d0c2088d79a6","article","Israel Weighs Response to Iran Attack, With Each Choice a Risk"
"Quotation of the Day for Wednesday, April 17, 2024.","https://www.nytimes.com/2024/04/16/pageoneplus/quotation-of-the-day-bleak-view-of-wars-third-year-as-ukraine-strains-to-fire-back.html","“If one side can shoot and the other side can’t shoot back, the side that can’t shoot back loses.”","The New York Times","2024-04-17T03:37:33+0000","nyt://article/a60ef6ab-88de-57bb-859d-96b4a7cdc8a7","article","Quotation of the Day: Bleak View of War’s Third Year as Ukraine Strains to Fire Back"
"More than six months after the Hamas-led attacks of Oct. 7, Israel’s campaign to eliminate the armed group in Gaza is pressing ahead.","https://www.nytimes.com/2024/04/17/world/middleeast/israel-gaza-war-fighting-update.html","Iran’s attack on Israel has shifted focus from the war in Gaza, but Israeli military operations press on there with the aim of eliminating Hamas, the armed group that controlled the territory before the fighting began.","The New York Times","2024-04-17T06:33:38+0000","nyt://article/2877bc65-975b-5efa-9555-bc16f3170fda","article","Here’s Where Israel’s Military Offensive in Gaza Stands"
"Barring outside journalists from Gaza and the killings of those covering the war must stop.","https://www.nytimes.com/2024/04/17/opinion/gaza-journalists-censorship-israel.html","When Russia invaded Ukraine in 2022, newsrooms across the world scrambled to send their reporters to the front lines. Journalists gave the international public firsthand experience of the conflict. Air raid sirens blared during live on-air reports. Reporters flinched at nearby explosions. They brought the world to the heart of the fighting: “20 Days in Mariupol,” a documentary that showcased an Associated Press report on the attack on the city, won an Oscar last month. That report, among other things, helped debunk Russian claims that the bombing of a maternity hospital, in which three people were killed, was “staged.”","The New York Times","2024-04-17T09:02:45+0000","nyt://article/a1cf8017-decd-5a89-97ea-fb7ca4f4915b","article","The Israeli Censorship Regime Is Growing. That Needs to Stop."
"Recent arrests at Columbia University spurred a nationwide movement of pro-Palestinian protests and encampments on campuses.","https://www.nytimes.com/2024/04/17/us/college-protests-israel-hamas-war-antisemitism.html","Since the start of the Israel-Hamas war last year, students at scores of colleges and universities across the United States have come out to protest in support of Palestinians.","The New York Times","2024-04-17T09:03:12+0000","nyt://article/511320fb-618e-5028-912b-5cb368136392","article","What to Know About the Campus Protests Over the Israel-Hamas War"
"The Republican speaker’s elaborate strategy for passing a foreign aid package over his party’s objections will require the cooperation of Democrats to push it through — and possibly save his job.","https://www.nytimes.com/2024/04/17/us/politics/johnson-democrats-ukraine-aid-plan.html","Speaker Mike Johnson’s elaborate plan for pushing aid to Ukraine through the House over his own party’s objections relies on an unusual strategy: He is counting on House Democrats and their leader, Representative Hakeem Jeffries of New York, to provide the votes necessary to clear the way for it to come to the floor.","The New York Times","2024-04-17T09:04:04+0000","nyt://article/8263c316-6dcf-53be-91f7-f02c8e366092","article","Johnson Needs Democrats on Ukraine, Handing Them Power to Shape Aid Plan"
"The U.S. secretary of state and his counterparts are gathering as world leaders try to contain the fallout from the Israel-Hamas war.","https://www.nytimes.com/2024/04/17/us/politics/blinken-g7-israel-ukraine.html","Secretary of State Antony J. Blinken arrived in Italy on Wednesday for a gathering of foreign ministers from the Group of 7 nations at which the Middle East turmoil and the fate of Ukraine will be central topics.","The New York Times","2024-04-17T09:04:04+0000","nyt://article/e17159f8-24f9-59d4-8f06-edabd37db2ee","article","Blinken Arrives in Italy for Talks on Israel and Ukraine at G7 Meeting"
"Top diplomats from Germany and Britain traveled to Jerusalem to urge Israel not to respond in a way that risked a wider regional conflict.","https://www.nytimes.com/2024/04/17/world/middleeast/netanyahu-david-cameron-iran-israel.html","For days, Israel’s closest Western allies have pleaded with the country’s wartime government not to risk igniting a wider war by responding too strongly to Iran’s barrage of missiles and drones last weekend. And on Wednesday, the top diplomats from Germany and Britain delivered that message in person to Prime Minister Benjamin Netanyahu in Jerusalem.","The New York Times","2024-04-17T11:02:28+0000","nyt://article/0cf08f11-7286-576c-a226-6f2ded3441c2","article","Netanyahu Says Israel Won’t Be Pressured Over Iran Response"
"President Volodymyr Zelensky said the death toll might rise and blamed lack of air defenses for the loss of life. Dozens more were reported wounded.","https://www.nytimes.com/2024/04/17/world/europe/ukraine-chernihiv-strike.html","At least 17 people were killed and scores more injured when three Russian missiles struck a busy downtown district of Chernihiv, north of Kyiv, just before noon on Wednesday, Ukrainian officials said.","The New York Times","2024-04-17T11:57:33+0000","nyt://article/2a4ad259-aa5f-57a7-9777-e4590794f9db","article","Russian Missile Attack North of Kyiv Kills at Least 17, Ukraine Says"
"The Lebanese militant group said the drone and missile attack was in response to Israeli airstrikes that killed two Hezbollah commanders.","https://www.nytimes.com/2024/04/17/world/middleeast/hezbollah-drone-attack-israel.html","The Lebanese militant group Hezbollah claimed responsibility for a cross-border drone and missile attack in northern Israel on Wednesday that the Israeli military said had injured 14 soldiers, six of them severely.","The New York Times","2024-04-17T13:10:00+0000","nyt://article/a1e31880-c4d7-5940-a788-e1d87324a6c6","article","Attack by Hezbollah Injures 14 Israeli Soldiers in Border Village"
"Some Palestinians recounted being beaten with metal bars or the butts of guns, according to the report. Israeli officials have said that the rights of detainees are respected.","https://www.nytimes.com/2024/04/17/world/middleeast/un-report-israel-detainees-abuse.html","Gazans released from Israeli detention described graphic scenes of physical abuse in testimonies gathered by United Nations workers, according to a report released on Tuesday by UNRWA, the U.N. agency for Palestinian refugees.","The New York Times","2024-04-17T13:26:51+0000","nyt://article/c6b74f41-1ccd-5a45-a678-fc4b47dd667f","article","U.N. Report Describes Physical Abuse and Dire Conditions in Israeli Detention"
"The country’s exhibition was already closed after its artist refused to exhibit her work until there was a cease-fire and hostage deal in Gaza. But that didn’t calm the discontent.","https://www.nytimes.com/2024/04/17/arts/design/israel-gaza-protest-venice-biennale.html","The Israel pavilion at the Venice Biennale is closed this year, since its creative team decided not to exhibit work until there was a cease-fire and hostage deal in Gaza, but it was nonetheless the site of a large demonstration on Wednesday that drew more than 100 protesters.","The New York Times","2024-04-17T14:55:25+0000","nyt://article/462d8bd1-72d9-52e9-b024-aee39b1bc604","article","At Venice Biennale, Israel’s Show Is Halted, but Protests Go On"
"The embattled Republican speaker said he expected Saturday votes on the long-stalled package of aid to Ukraine, Israel and other U.S. allies, as well as fresh sanctions on Iran.","https://www.nytimes.com/2024/04/17/us/politics/johnson-ukraine-israel-aid-house.html","Speaker Mike Johnson on Wednesday told Republicans that the House would vote Saturday evening on his foreign aid package for Israel and Ukraine, pushing through resistance in his own party to advance a long-stalled national security spending package for U.S. allies.","The New York Times","2024-04-17T16:33:15+0000","nyt://article/d247b478-8e6f-55ed-80d0-1326eab37ddd","article","Johnson Pushes Ahead on Foreign Aid Bill, Teeing Up a Weekend Vote"
"“We will make our own decisions,” said Prime Minister Benjamin Netanyahu, rebuffing European diplomats’ requests to stand down.","https://www.nytimes.com/2024/04/17/world/middleeast/israel-iran-attack-netanyahu.html","European diplomats traveled to Israel on Wednesday to make one more plea for restraint in response to the aerial attack that Iran launched this weekend, but Britain’s foreign secretary acknowledged that an Israeli reprisal seemed inevitable.","The New York Times","2024-04-17T20:30:09+0000","nyt://article/384140f8-cb83-5d4f-9ac6-7fce0d24a96a","article","Israeli Response to Iran Attack Seems Inevitable, Despite Allies’ Pleas"
"Also, a deadly Russian missile strike in Ukraine and “green Islam” in Indonesia.","https://www.nytimes.com/2024/04/17/world/asia/israel-iran-britain-ukraine-aid-asia.html","Top European diplomats traveled to Israel yesterday to make one more plea for the country to show restraint in response to Iran’s aerial attack over the weekend. But David Cameron, Britain’s foreign secretary, said that a reprisal seemed inevitable.","The New York Times","2024-04-17T21:03:35+0000","nyt://article/e9525236-8dda-5cf5-84f9-ec376945595b","article","Thursday Briefing: Israel Seems Poised to Retaliate"
"Also, the House is set to vote on aid for Ukraine and Israel. Here’s the latest at the end of Wednesday.","https://www.nytimes.com/2024/04/17/briefing/israel-iran-response-house-foreign-aid-vote.html","Israel’s prime minister, Benjamin Netanyahu, emerged today from talks with European diplomats resolute that his country would not bow to outside pressure in responding to the recent attack by Iran. Britain’s foreign secretary acknowledged after the meeting that an Israeli reprisal seemed inevitable.","The New York Times","2024-04-17T21:26:19+0000","nyt://article/5ceb3137-b258-56fb-b7f9-1a2450b11a64","article","Israel Signaled That It Would Retaliate Against Iran"
"A new measure attempts to force the Senate’s hand on passing legislation to ban TikTok or mandate the app’s sale.","https://www.nytimes.com/2024/04/17/technology/tiktok-ban-ukraine-israel-aid.html","The House on Wednesday made another push to force through legislation that would require the sale of TikTok by its Chinese owner or ban the app in the United States, accelerating an effort to disrupt the popular social media app.","The New York Times","2024-04-18T00:55:59+0000","nyt://article/63925b14-71bd-5bd0-961f-1dcab9193f30","article","House Moves Toward Bundling TikTok Bill With Aid to Ukraine and Israel"
"The dismissals escalated longstanding tensions between company leaders and activist employees opposed to supplying technology to Israel’s government.","https://www.nytimes.com/2024/04/18/technology/google-firing-israeli-cloud-contract.html","Google fired 28 workers on Wednesday after dozens of employees participated in sit-ins at the company’s New York and Sunnyvale, Calif., offices to protest the company’s cloud computing contract with the Israeli government.","The New York Times","2024-04-18T06:05:21+0000","nyt://article/152a47b5-15f6-5b07-9326-9dcbcfcc951a","article","Google Fires 28 Employees Involved in Protest of Israeli Cloud Contract"
"At the art world’s seminal event, national pavilions offer a place to make a strong statement. Ukraine’s message? “The war is still going on.”","https://www.nytimes.com/2024/04/18/arts/design/venice-biennale-ukraine.html","It’s Day 17 of Russia’s invasion of Ukraine. A mother hurries back to her underground shelter after a trip to a nearby store. From her shopping bag, she pulls out two ice cream cones, and watches her young son and daughter squeal in jubilation as they tear open the wrapping.","International New York Times","2024-04-18T09:04:00+0000","nyt://article/3e1a5cfd-3bfd-5d08-8a73-a1f1acdbe0a1","article","Ukraine’s Bold Biennale Show, Two Years Into the Invasion"
"Many Arab leaders see Iran as a bigger problem than Israel, even if they don’t say so publicly.","https://www.nytimes.com/2024/04/18/briefing/israel-iran-middle-east.html","To understand the current confrontation between Iran and Israel, it helps to think about three recent phases of Middle East geopolitics.","The New York Times","2024-04-18T10:34:21+0000","nyt://article/f8eec2a5-325b-55d8-96b7-69144cd0941e","article","An Uneasy Arab-Israeli Alliance"
"U.S. and Israeli officials have urged the Gulf state to exert more pressure on the Palestinian armed group to reach a deal.","https://www.nytimes.com/2024/04/18/world/middleeast/qatar-ceasefire-talks-israel-hamas.html","Qatar’s prime minister has said that his government is reviewing its role as a key mediator between Israel and Hamas after criticism by U.S. and Israeli officials, who have urged it to exert more pressure on the Palestinian armed group to reach a deal.","The New York Times","2024-04-18T14:21:15+0000","nyt://article/7f3b13db-5fc4-544b-84bb-1dbf7277b10d","article","Qatar Says It Is Reviewing Its Mediator Role as Israel-Hamas Talks Stall"
"Israel’s military is dealing with clashes with Hezbollah in Lebanon and with Iran, as well as the continuing war in Gaza.","https://www.nytimes.com/2024/04/18/world/middleeast/israel-war-gaza-iran-hezbollah.html","Since Iran’s large missile and drone attack on Israel last weekend, Israel’s allies have warned its leaders to avoid responding in a way that could provoke a regional war. Prime Minister Benjamin Netanyahu of Israel appeared to rebuff those warnings on Wednesday, saying the country would “do everything necessary to defend itself.”","The New York Times","2024-04-18T15:12:45+0000","nyt://article/275fd148-a66a-57f6-9938-d97ec61c0e1a","article","How Israel’s Conflicts Could Escalate"
"The latest campus antisemitism hearing was a travesty.","https://www.nytimes.com/2024/04/18/opinion/columbia-antisemitism-hearing.html","This article has been updated to include new information about the number of arrests at Columbia University on Thursday.","The New York Times","2024-04-18T22:20:37+0000","nyt://article/6f6d802f-b729-5ea4-b023-ee6ac4d6aac1","article","Republicans Wanted a Crackdown on Israel’s Critics. Columbia Obliged."
"Democrats, who stepped in late Thursday to save a resolution paving the way for the foreign aid package to be considered, will have to do so again on Friday in a critical vote on the House floor.","https://www.nytimes.com/2024/04/18/us/politics/democrats-vote-ukraine-bill.html","House Republicans are looking to Democrats on Friday to help them push past their own party’s opposition and supply crucial votes to bring up the long-stalled foreign aid bill for Ukraine and Israel.","The New York Times","2024-04-19T03:40:26+0000","nyt://article/2e9a24a1-dcb8-5831-9553-72bcda69d1c9","article","Johnson Turns to Democrats to Bring Up Ukraine Aid Bill in the House"
"In Israel, officials described the strike as a limited response and reports from both sides suggested it did not appear to cause significant damage to military sites.","https://www.nytimes.com/2024/04/19/world/middleeast/israel-iran-reaction.html","The Israeli strike on a military base near the Iranian city of Isfahan was part of a cycle of retaliation that has alarmed world leaders, but it produced a largely muted response from both on Friday.","The New York Times","2024-04-19T06:53:12+0000","nyt://article/5e170b8a-0e13-5c5c-8671-48612798864d","article","Muted Initial Response to Strike Suggests Iran and Israel Want to Avoid Escalation"
"Israel struck Iran early Friday, according to officials from both countries, in what appeared to be its first military response to the Iranian attack on Israel last weekend.","https://www.nytimes.com/2024/04/19/world/middleeast/israel-strikes-iran-why.html","Israel struck Iran early on Friday, according to officials from both countries, in what appeared to be its first military response to the Iranian attack on Israel last weekend.","The New York Times","2024-04-19T08:23:11+0000","nyt://article/d481acd3-8aa7-5c77-ae91-8de2fa7b5e63","article","What We Know About Israel’s Strike in Iran"
"A gathering of officials from Lithuania and Ukraine and supporters of Donald J. Trump highlights growing efforts to get on the good side of the former U.S. president in case he is elected again.","https://www.nytimes.com/2024/04/19/world/europe/trump-ukraine-eastern-europe.html","As many in Europe worry about the possibility of a second presidency for Donald J. Trump that they fear could bring an end to U.S. support for Ukraine, some of Russia’s most fervent foes are taking a different tack: making nice with the Trump camp.","The New York Times","2024-04-19T09:07:46+0000","nyt://article/8f431694-f7bd-5e12-b01c-caba9c751e12","article","Fearing for Ukraine if Trump Returns, Some in Europe Try Outreach Now"
"The relatively limited scope of the attack, as well as a muted response from Iranian officials, may have lowered the chances of an immediate escalation, analysts said.","https://www.nytimes.com/2024/04/19/world/middleeast/iran-response-israel-strikes.html","The relatively limited scope of Israel’s overnight strikes on Iran, and a subdued response from Iranian officials, may have lowered the chances of an immediate escalation in fighting between the two countries, analysts said on Friday.","The New York Times","2024-04-19T11:12:50+0000","nyt://article/ff50cde8-16a3-59ff-90fe-2ff67a2c0024","article","Israel’s Strike Was Smaller Than Expected, and So Was Iran’s Reaction"
"“It’s the worst story I’ve ever covered.”","https://www.nytimes.com/2024/04/19/opinion/israel-war-friedman.html","The columnist Thomas L. Friedman joined the hosts of “Matter of Opinion” this week to unpack Israel’s and Iran’s latest attacks, what they mean for Gaza and the implications for the region writ large.","The New York Times","2024-04-19T14:25:04+0000","nyt://article/7637588b-6f70-578d-b797-cea32d7e79dd","article","Thomas Friedman on Iran, Israel and Preventing a ‘Forever War’"
"Iranian officials said that an attack Friday used small drones possibly launched from inside Iran, and that radar systems had not detected unidentified aircraft entering Iranian airspace.","https://www.nytimes.com/2024/04/19/world/middleeast/israel-drone-attacks-iran.html","Iranian officials said that the Israeli strike on Friday morning was carried out by small exploding drones, a tactic that would follow a well-established pattern in Israeli attacks on Iranian military targets.","The New York Times","2024-04-19T14:25:43+0000","nyt://article/26170853-a624-50af-8168-77166baf3f48","article","Israel Has Used Exploding Drones in Previous Attacks on Iran"
"A recent round of strikes has brought the conflict more clearly into the open and raised fears of a broader war.","https://www.nytimes.com/2024/04/19/world/middleeast/iran-israel-shadow-war-history.html","For decades, Israel and Iran have fought a shadow war across the Middle East, trading attacks by land, sea, air and in cyberspace. A recent round of strikes — mainly an aerial barrage by Iran against Israel last weekend — has brought the conflict more clearly into the open and raised fears of a broader war.","The New York Times","2024-04-19T15:02:48+0000","nyt://article/05c18af2-8924-512d-9714-c4c9d33bbfe3","article","Shadow War Between Iran and Israel: A Timeline"
"Democrats stepped in to support bringing the aid package to the floor, in a remarkable breach of custom on a key vote that paved the way for its passage.","https://www.nytimes.com/2024/04/19/us/politics/congress-vote-ukraine-bill-house.html","The House took a critical step on Friday toward approving a long-stalled package of aid to Ukraine, Israel and other American allies, as Democrats supplied the crucial votes to push the legislation past Republican opposition so that it could be considered on the floor.","The New York Times","2024-04-19T15:10:38+0000","nyt://article/4ab8b40f-4845-5ae4-8375-3da4f1edede2","article","Ukraine Aid Bill Clears Critical Hurdle in the House as Democrats Supply the Votes"
"From the battlefield to battered cities, soldiers and civilians are counting on Congress to approve $60 billion in military support. Without it, Ukrainian officials say, prospects in the war are grim.","https://www.nytimes.com/2024/04/19/world/europe/ukraine-aid-congress.html","From the bloody trenches of the battlefield to crowded cities battered by Russian bombardments, millions of Ukrainians waited in nervous anticipation as the United States Congress prepared, after months of delay, to decide if America will resume providing their country with critical military support.","The New York Times","2024-04-19T15:34:55+0000","nyt://article/ee68567e-52af-5bf4-9258-38540626ea87","article","Ukrainians Wait, Nervously, to See if U.S. Will Provide Critical Aid"
